-4.5,3,1
-3.5,3,2
-2.5,3,3
-1.5,3,4
-0.5,3,5
0.5,3,5
1.5,3,4
2.5,3,3
3.5,3,2
4.5,3,1
-4.5,2,6
-3.5,2,7
-2.5,2,8
-1.5,2,9
-0.5,2,10
0.5,2,10
1.5,2,9
2.5,2,8
3.5,2,7
4.5,2,6
-4.5,1,11
-3.5,1,12
-2.5,1,13
-1.5,1,14
-0.5,1,15
0.5,1,15
1.5,1,14
2.5,1,13
3.5,1,12
4.5,1,11
-4.5,0,16
-3.5,0,17
-2.5,0,18
-1.5,0,19
-0.5,0,20
0.5,0,20
1.5,0,19
2.5,0,18
3.5,0,17
4.5,0,16
-4.5,-1,11
-3.5,-1,12
-2.5,-1,13
-1.5,-1,14
-0.5,-1,15
0.5,-1,15
1.5,-1,14
2.5,-1,13
3.5,-1,12
4.5,-1,11
-4.5,-2,6
-3.5,-2,7
-2.5,-2,8
-1.5,-2,9
-0.5,-2,10
0.5,-2,10
1.5,-2,9
2.5,-2,8
3.5,-2,7
4.5,-2,6
-4.5,-3,1
-3.5,-3,2
-2.5,-3,3
-1.5,-3,4
-0.5,-3,5
0.5,-3,5
1.5,-3,4
2.5,-3,3
3.5,-3,2
4.5,-3,1
