-5,3.5,1
-4,3.5,2
-3,3.5,3
-2,3.5,4
-1,3.5,5
0,3.5,6
1,3.5,5
2,3.5,4
3,3.5,3
4,3.5,2
5,3.5,1
-5,2.5,7
-4,2.5,8
-3,2.5,9
-2,2.5,10
-1,2.5,11
0,2.5,12
1,2.5,11
2,2.5,10
3,2.5,9
4,2.5,8
5,2.5,7
-5,1.5,13
-4,1.5,14
-3,1.5,15
-2,1.5,16
-1,1.5,17
0,1.5,18
1,1.5,17
2,1.5,16
3,1.5,15
4,1.5,14
5,1.5,13
-5,0.5,19
-4,0.5,20
-3,0.5,21
-2,0.5,22
-1,0.5,23
0,0.5,24
1,0.5,23
2,0.5,22
3,0.5,21
4,0.5,20
5,0.5,19
-5,-0.5,19
-4,-0.5,20
-3,-0.5,21
-2,-0.5,22
-1,-0.5,23
0,-0.5,24
1,-0.5,23
2,-0.5,22
3,-0.5,21
4,-0.5,20
5,-0.5,19
-5,-1.5,13
-4,-1.5,14
-3,-1.5,15
-2,-1.5,16
-1,-1.5,17
0,-1.5,18
1,-1.5,17
2,-1.5,16
3,-1.5,15
4,-1.5,14
5,-1.5,13
-5,-2.5,7
-4,-2.5,8
-3,-2.5,9
-2,-2.5,10
-1,-2.5,11
0,-2.5,12
1,-2.5,11
2,-2.5,10
3,-2.5,9
4,-2.5,8
5,-2.5,7
-5,-3.5,1
-4,-3.5,2
-3,-3.5,3
-2,-3.5,4
-1,-3.5,5
0,-3.5,6
1,-3.5,5
2,-3.5,4
3,-3.5,3
4,-3.5,2
5,-3.5,1
