-4.5,2.5,1
-3.5,2.5,2
-2.5,2.5,3
-1.5,2.5,4
-0.5,2.5,5
0.5,2.5,5
1.5,2.5,4
2.5,2.5,3
3.5,2.5,2
4.5,2.5,1
-4.5,1.5,6
-3.5,1.5,7
-2.5,1.5,8
-1.5,1.5,9
-0.5,1.5,10
0.5,1.5,10
1.5,1.5,9
2.5,1.5,8
3.5,1.5,7
4.5,1.5,6
-4.5,0.5,11
-3.5,0.5,12
-2.5,0.5,13
-1.5,0.5,14
-0.5,0.5,15
0.5,0.5,15
1.5,0.5,14
2.5,0.5,13
3.5,0.5,12
4.5,0.5,11
-4.5,-0.5,11
-3.5,-0.5,12
-2.5,-0.5,13
-1.5,-0.5,14
-0.5,-0.5,15
0.5,-0.5,15
1.5,-0.5,14
2.5,-0.5,13
3.5,-0.5,12
4.5,-0.5,11
-4.5,-1.5,6
-3.5,-1.5,7
-2.5,-1.5,8
-1.5,-1.5,9
-0.5,-1.5,10
0.5,-1.5,10
1.5,-1.5,9
2.5,-1.5,8
3.5,-1.5,7
4.5,-1.5,6
-4.5,-2.5,1
-3.5,-2.5,2
-2.5,-2.5,3
-1.5,-2.5,4
-0.5,-2.5,5
0.5,-2.5,5
1.5,-2.5,4
2.5,-2.5,3
3.5,-2.5,2
4.5,-2.5,1
