-4,3.5,1
-3,3.5,2
-2,3.5,3
-1,3.5,4
0,3.5,5
1,3.5,4
2,3.5,3
3,3.5,2
4,3.5,1
-4,2.5,6
-3,2.5,7
-2,2.5,8
-1,2.5,9
0,2.5,10
1,2.5,9
2,2.5,8
3,2.5,7
4,2.5,6
-4,1.5,11
-3,1.5,12
-2,1.5,13
-1,1.5,14
0,1.5,15
1,1.5,14
2,1.5,13
3,1.5,12
4,1.5,11
-4,0.5,16
-3,0.5,17
-2,0.5,18
-1,0.5,19
0,0.5,20
1,0.5,19
2,0.5,18
3,0.5,17
4,0.5,16
-4,-0.5,16
-3,-0.5,17
-2,-0.5,18
-1,-0.5,19
0,-0.5,20
1,-0.5,19
2,-0.5,18
3,-0.5,17
4,-0.5,16
-4,-1.5,11
-3,-1.5,12
-2,-1.5,13
-1,-1.5,14
0,-1.5,15
1,-1.5,14
2,-1.5,13
3,-1.5,12
4,-1.5,11
-4,-2.5,6
-3,-2.5,7
-2,-2.5,8
-1,-2.5,9
0,-2.5,10
1,-2.5,9
2,-2.5,8
3,-2.5,7
4,-2.5,6
-4,-3.5,1
-3,-3.5,2
-2,-3.5,3
-1,-3.5,4
0,-3.5,5
1,-3.5,4
2,-3.5,3
3,-3.5,2
4,-3.5,1
