-4.5,2,1
-3.5,2,2
-2.5,2,3
-1.5,2,4
-0.5,2,5
0.5,2,5
1.5,2,4
2.5,2,3
3.5,2,2
4.5,2,1
-4.5,1,6
-3.5,1,7
-2.5,1,8
-1.5,1,9
-0.5,1,10
0.5,1,10
1.5,1,9
2.5,1,8
3.5,1,7
4.5,1,6
-4.5,0,11
-3.5,0,12
-2.5,0,13
-1.5,0,14
-0.5,0,15
0.5,0,15
1.5,0,14
2.5,0,13
3.5,0,12
4.5,0,11
-4.5,-1,6
-3.5,-1,7
-2.5,-1,8
-1.5,-1,9
-0.5,-1,10
0.5,-1,10
1.5,-1,9
2.5,-1,8
3.5,-1,7
4.5,-1,6
-4.5,-2,1
-3.5,-2,2
-2.5,-2,3
-1.5,-2,4
-0.5,-2,5
0.5,-2,5
1.5,-2,4
2.5,-2,3
3.5,-2,2
4.5,-2,1
