1545,1260,1460.3,1175.3
0.4,0.4,1,1
8.1,5.1,8.1,5.1
1087.8,831.2,1022.2,765.6
-0.4,-0.4,-0.4,-0.4
2,1.6,2,1.6
-54.7,-32.3,-53.7,-31.3
2.2,2.2,1.7,1.7
9.7,6.4,9.7,6.4
