-3.5,3.5,1
-2.5,3.5,2
-1.5,3.5,3
-0.5,3.5,4
0.5,3.5,4
1.5,3.5,3
2.5,3.5,2
3.5,3.5,1
-3.5,2.5,2
-2.5,2.5,5
-1.5,2.5,6
-0.5,2.5,7
0.5,2.5,7
1.5,2.5,6
2.5,2.5,5
3.5,2.5,2
-3.5,1.5,3
-2.5,1.5,6
-1.5,1.5,8
-0.5,1.5,9
0.5,1.5,9
1.5,1.5,8
2.5,1.5,6
3.5,1.5,3
-3.5,0.5,4
-2.5,0.5,7
-1.5,0.5,9
-0.5,0.5,10
0.5,0.5,10
1.5,0.5,9
2.5,0.5,7
3.5,0.5,4
-3.5,-0.5,4
-2.5,-0.5,7
-1.5,-0.5,9
-0.5,-0.5,10
0.5,-0.5,10
1.5,-0.5,9
2.5,-0.5,7
3.5,-0.5,4
-3.5,-1.5,3
-2.5,-1.5,6
-1.5,-1.5,8
-0.5,-1.5,9
0.5,-1.5,9
1.5,-1.5,8
2.5,-1.5,6
3.5,-1.5,3
-3.5,-2.5,2
-2.5,-2.5,5
-1.5,-2.5,6
-0.5,-2.5,7
0.5,-2.5,7
1.5,-2.5,6
2.5,-2.5,5
3.5,-2.5,2
-3.5,-3.5,1
-2.5,-3.5,2
-1.5,-3.5,3
-0.5,-3.5,4
0.5,-3.5,4
1.5,-3.5,3
2.5,-3.5,2
3.5,-3.5,1
